-4.393529,2.5571086,4.1286416,2.401906,-0.5383464,-1.9524466,-1.362783,2.1001914,1.8281709,2.0797803,-0.56423795,1.4742873,-1.0031673,-1.9081303,-0.1701176,-3.3863616,5.4768343,-0.06761901,0.7894728,2.4875321,3.3544888,-3.929996,-0.5066998,0.63865894,2.9830222,-6.017666,-1.9234098,0.117715575,-0.57614404,-2.1890185,1.2374153,-2.2819006
-5.3108816,7.3059855,0.8068789,2.9810297,3.3711667,3.9809349,-2.6585212,3.224626,3.8092666,12.815018,-5.735376,2.5029802,2.580641,-5.9174156,-6.0940113,4.084155,-6.2747273,0.22255503,10.670681,12.392876,9.735523,4.131782,0.29915985,-10.405608,0.34668025,0.93442535,-4.9684815,5.490502,-3.9182525,1.5135385,5.983663,6.955396
-5.921869,8.635877,3.6152053,0.13173246,6.3152704,2.5643692,5.7501802,-4.1190486,6.3907766,7.8879867,-6.0296597,4.214794,-4.457497,1.6187425,-1.5491271,-4.110386,-2.0905983,2.4605658,-6.598901,3.0614212,-1.0514356,4.3400483,4.2636247,0.5049523,-10.696034,-2.578839,1.3179082,-9.699347,2.1987576,7.1402426,-1.326671,-3.098459
-1.9317532,0.6755787,3.358241,-0.3069893,-0.18729907,-1.3556311,0.15794833,3.9028523,0.18288392,1.2511928,-2.5527427,0.10653373,-0.20271035,-1.2875631,0.15252419,-2.6314898,1.1792321,-0.27282035,0.5408238,-0.37603673,3.5667481,-2.0122628,-0.12744255,-0.6087404,1.4345707,1.3841164,-2.2465053,-0.95514387,-0.44718996,1.1847105,-0.3806924,-0.6297829
0.004492636,4.3321595,1.4767355,-5.648622,3.473212,-2.223019,-1.4673809,-1.8090692,-7.323632,3.5513878,-4.8171864,6.400534,-1.4906565,4.730013,-2.781656,1.5906726,0.5905681,0.47485152,-0.4178627,2.1235836,-1.5999753,-3.701672,5.104986,0.45180923,-1.4950936,-5.4230127,-5.35162,8.291014,2.7292712,0.51921785,2.5528126,-3.0268142
-3.062653,4.109615,2.3111918,0.07884617,0.6122877,-0.49274114,1.8136493,-1.2392129,-1.0624223,6.444833,-1.2282926,4.8050585,-6.000825,1.9127908,-0.47971925,-0.28921604,-0.46238592,3.3797712,-3.9796207,2.2040904,3.6031742,-7.47003,6.6046352,-0.7068973,-1.1251836,4.748056,-3.3509116,-6.1158147,-4.0931845,2.0250387,-0.46000022,-0.9869272
-5.8460064,7.389976,0.718746,-3.7523646,3.0794828,2.3910413,-5.4651914,3.7699432,-4.6180353,4.089605,-4.5368485,-1.1618189,-2.8161645,3.0760648,-5.651843,-5.559351,-1.746063,1.7019947,-1.1915023,-4.496413,-2.5809436,-0.7713464,2.711973,-0.73774856,1.2888061,2.653361,-2.753638,-0.7501452,3.3483996,-1.0956259,5.4175606,-7.768725
0.6895207,-2.4759471,1.7254885,4.660695,2.066989,1.2268286,-0.774783,-2.0422847,-0.9117322,4.8314385,0.35010093,-3.4000695,-0.17245555,-1.6136407,-3.4467223,-4.850261,-3.319727,5.164133,-0.13146454,5.0163975,1.5465528,-4.9027863,5.8629656,-4.8649116,-1.6433514,1.7805018,-4.3083143,-1.1014749,6.007693,6.630969,-3.0182865,-3.086258
-0.4064765,3.9754865,2.717726,1.5112592,1.2392713,0.33933637,-3.868095,-1.6135312,-3.7110655,5.4812245,-3.7332044,-1.1671889,-3.403888,3.267059,0.13468821,3.6562521,-1.6195247,-2.3135533,-1.4984845,0.89031005,0.49538428,3.6423123,3.5583937,-0.62247765,-4.5276647,2.2836998,-4.8262315,1.5999767,-1.9877813,2.3541808,1.7233407,1.1804477
-2.2297037,4.946377,-0.15532708,-2.4149983,1.0014808,1.5916276,-1.3174886,1.3823361,-4.0398955,6.335547,-2.5903692,-2.0951648,-3.0622268,-0.81788486,-4.322122,-0.5534405,-0.21015678,-0.07851148,-2.7157385,-3.4279401,1.1512439,4.369121,2.8038597,-0.97563535,1.7502775,-0.210404,-3.39456,-4.052014,-2.4480953,-2.3421829,-0.25596625,0.15954371
-1.786478,5.8823066,-1.684676,5.1748204,3.9453883,-4.3475795,-5.0809655,1.9066038,2.2975705,0.124842584,1.0533231,4.3358455,1.0288678,-3.8504364,0.8901797,-3.202753,-0.850648,3.4926534,-0.7679077,-2.3472717,4.211102,3.1452677,5.1937184,-2.4349403,-1.5070848,-7.8806314,-2.7765644,2.3814735,-3.4610054,2.3211684,1.7333694,-0.33786273
-3.6079886,-1.7552553,5.683482,0.5770673,-4.944421,-0.22640754,0.3193405,-3.0866835,-6.5514455,4.639067,1.207477,0.4441813,-4.4998155,-1.8749559,0.9136771,-0.87902105,1.6407456,-1.5316856,-3.9630377,-1.4041083,0.0084572835,-1.2251261,5.353143,-0.4549609,-1.6659461,4.922424,-7.2934875,2.2983553,7.472325,-2.4691265,4.8586283,0.6105687
-6.671663,14.806497,0.28768927,-5.608501,4.473323,-0.949972,-3.408955,7.6479044,-4.5508785,12.109108,-5.152639,8.240443,-15.134647,-0.36727107,3.1243324,3.5004418,6.413572,-7.1436214,-3.100546,4.321189,5.077817,-0.5641766,0.79808295,-6.067494,3.7103403,5.8055153,-7.3292375,-3.6680648,-7.0440307,4.7164774,-8.186491,5.016347
-8.195308,4.243277,14.2998,-1.7920843,4.8096704,3.7714138,-1.9319441,-0.32307756,-4.268263,7.28749,-1.8873721,2.6406555,-4.717076,1.0694805,0.4431354,-5.4749103,-3.3407617,3.1721807,-2.5397217,-4.35645,6.2645273,-4.4376884,3.6489327,-4.707134,0.04131521,6.068168,0.36580232,-5.7885222,-3.7877107,5.738821,-1.1440526,-4.675313
-1.2535952,5.270351,3.104071,3.6475806,2.3590188,-1.2556043,2.8513162,-0.34688213,-0.38570085,6.4688864,0.38916737,3.1989868,-3.8001306,1.0088193,-6.067693,-0.9588554,1.1454715,-0.99493843,0.87530726,-0.4046309,5.259116,-2.7462344,3.922217,-0.122814566,0.5748072,4.062604,-5.744722,-5.2049336,1.3556947,5.378837,-2.2450066,-2.9660604
3.1289337,3.5078583,0.281869,0.9628915,0.8461846,-0.60915715,2.13202,1.2184919,-0.99952483,1.9181613,-3.1112206,-4.2749953,-1.5996479,0.934439,-1.3980831,0.24630864,2.4218502,-0.97456956,-2.8227947,3.5117564,0.28511864,0.5341602,3.663586,-2.043275,-3.813587,0.70402426,-3.4489446,-3.2244823,3.1888802,-1.1648561,6.0215874,-4.5924387
-3.0961266,1.0709776,0.72912914,0.7251013,2.5359693,0.3173459,2.59382,-0.350766,1.3666897,0.1162579,-0.04031625,3.393832,-2.5152853,1.2931283,1.4547077,2.4614358,-0.67033124,-0.9600612,-3.1439495,0.21798804,-1.2946512,-0.69185585,0.64351916,0.96860856,1.5485874,0.07327544,-7.73919,-6.0050144,-1.2020533,0.99138874,1.528623,0.71594167
-4.56895,4.023354,3.8788264,2.5891721,4.973816,2.091438,0.88049877,3.0571384,4.517098,-1.0762031,-1.3776494,-2.380007,-3.548848,0.3121136,2.4965448,-3.3457413,0.87914795,-3.6004906,1.3775855,-0.79340047,-1.5165408,2.875351,6.2845097,0.9571373,-3.4051514,0.82535714,1.9744893,-1.4723494,2.5840561,3.0998933,2.0561426,-2.6860278
-4.1331058,4.703776,3.8277214,6.6789913,4.528547,-2.6902187,1.1371099,2.6314325,-3.3764877,6.808985,3.1994834,3.155544,-3.2539477,4.7630258,-1.88164,-0.7689915,0.9616695,0.020698326,-0.1856177,-1.2249875,4.231044,-5.8900986,1.4177535,-9.308998,-2.955539,8.500662,-1.3833506,-6.212994,-4.811774,6.4998536,3.6946921,-1.7017794
-0.7645865,3.1351347,3.5577636,0.5521768,3.3419232,1.1386701,0.43966553,-0.7751683,-1.6152096,0.65938175,1.3101164,2.7272623,1.4997028,-0.4713018,-3.4916918,4.2664323,0.013451468,0.19536641,-2.8793979,-1.5848122,0.7799556,1.2211084,3.419574,-0.90748924,-2.284181,-1.0309387,-3.1399415,-0.25636962,1.420141,4.2196493,5.2730956,-0.5501701
-3.0859854,2.6221826,1.7814909,-0.48094237,0.35404602,0.29089826,2.3718302,1.7113925,0.9368623,2.572569,0.18479262,-0.019420153,-2.9884481,-2.9233167,2.2546,-0.961222,-5.9303174,-2.060457,-3.4267976,-1.0161531,4.493941,-1.1651266,-1.179926,-1.5295193,2.1828818,-2.8289576,-5.627023,-2.2020414,0.4605029,-0.70414716,-2.0598137,0.7526938
-3.3687043,1.1375215,2.7689073,-0.19694598,-0.14961398,-0.3583687,1.6701748,0.58283436,-2.2414048,4.259602,-1.757066,2.3058336,-1.3859833,2.3387341,-2.6662788,-1.7758209,-3.3710642,-1.9854558,-2.4301188,0.28814423,3.79444,-4.674165,6.521358,-0.2325822,-0.11362845,3.405708,-1.0108052,-5.5689483,2.2206545,0.982105,0.4104338,-0.23181894
1.0369076,1.9841018,4.841892,-2.2815132,0.30983838,-0.10648543,-0.48191938,-1.5411536,-0.30319145,3.0575662,-0.9558849,-4.160256,-1.3273506,0.5243103,-2.1146948,4.0763817,-3.7634075,-2.412997,6.309939,3.4220603,5.2038155,0.4856044,3.4600487,-4.908904,-3.737032,0.923413,-3.5947573,2.362527,2.314888,2.1040738,4.837916,-2.281905
0.83868253,3.40651,0.11176177,3.534785,3.664889,0.9191282,-1.9267102,0.37953603,-5.067627,3.0302532,0.2478283,2.6692364,-3.0038097,-4.178738,-0.17908177,-0.3136654,0.14490128,2.3094685,0.94040906,3.8176796,1.9650097,-0.09670401,1.0215938,-2.630025,-1.6223528,-0.8407949,1.7923028,-0.75879025,1.7070147,-1.7302057,1.5021645,-0.2961629
-1.4548293,1.0386323,-1.963593,-2.0301528,-0.5755079,-1.0540814,-0.82575256,0.2734806,-2.3553753,1.2460587,-1.3783311,0.23433462,-2.8150482,0.6028676,0.92109704,-3.027267,0.18992312,2.8620694,1.0765655,1.7088984,1.6061665,2.1788418,1.720513,-2.694116,1.7891692,-0.085852504,0.52558094,-5.3170834,-0.048822124,0.8466409,2.9871898,-3.157375
